periode_data,periode_pemantauan,bulan_sampling,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
2024,Periode 4,10,CPN 3,Cipinang,Jl. Kampung Dukuh Gudang Air PAM,-6.30103,106.874604,Kimia,Amoniak,0.2,10.35
2024,Periode 4,10,CPN 3,Cipinang,Jl. Kampung Dukuh Gudang Air PAM,-6.30103,106.874604,Kimia,Total N,15.0,19.51
2024,Periode 4,10,CPN 3,Cipinang,Jl. Kampung Dukuh Gudang Air PAM,-6.30103,106.874604,Kimia,Ni,0.05,0.02
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,COD,25.0,36.0
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,DO,4.0,6.0
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Nitrat,10.0,3.1
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Nitrit,0.06,0.14
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Total P,0.2,1.49
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,F,1.5,0.3
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,H2S,0.002,0.016
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Klorin Bebas n In Situ,0.03,0.025
2024,Periode 3,8,CPN 3,Cipinang,Jl. Kampung Dukuh Gudang Air PAM,-6.30103,106.874604,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Cd,0.01,0.004
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Zn,0.05,0.009
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Cu,0.02,0.009
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Pb,0.03,0.009
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Cr6,0.05,0.011
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,MBAS,0.2,0.12
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Fenol,0.005,0.002
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Biologi,Total Coliform,5000.0,9000000.0
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Biologi,Fecal Coliform,1000.0,3500000.0
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Fisika,Warna,50.0,23.0
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Sulfat,300.0,18.5
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Klorida,300.0,48.44
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Amoniak,0.2,10.28
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Total N,15.0,17.81
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Ni,0.05,0.02
2024,Periode 4,10,CLW4 1,Ciliwung,Jl. Gajah Mada Tangki,-6.159956,106.819099,Kimia,Sianida,0.02,0.008
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Fisika,TDS,1000.0,839.8
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Fisika,TSS,50.0,29.0
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,pH,6.9,7.455
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,BOD,3.0,13.93
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,COD,25.0,73.0
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,DO,4.0,2.65
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Nitrat,10.0,1.0
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Nitrit,0.06,0.02
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Total P,0.2,1.64
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,F,1.5,0.13
2024,Periode 3,8,MKV 3,Mookervart,Jembatan Semanan,-6.156923,106.70503,Kimia,COD,25.0,120.0
2024,Periode 3,8,MKV 3,Mookervart,Jembatan Semanan,-6.156923,106.70503,Kimia,DO,4.0,1.51
2024,Periode 3,8,MKV 3,Mookervart,Jembatan Semanan,-6.156923,106.70503,Kimia,Nitrat,10.0,0.53
2024,Periode 3,8,MKV 3,Mookervart,Jembatan Semanan,-6.156923,106.70503,Kimia,Nitrit,0.06,0.07
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,DO,4.0,2.45
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Nitrat,10.0,1.4
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Nitrit,0.06,0.04
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Total P,0.2,1.94
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,F,1.5,0.34
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,H2S,0.002,0.134
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Klorin Bebas,0.03,0.04
2024,Periode 3,8,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.20575832,106.9278423,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Cd,0.01,0.004
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Zn,0.05,0.009
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Cu,0.02,0.009
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Pb,0.03,0.009
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Cr6,0.05,0.087
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,MBAS,0.2,0.17
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Fenol,0.005,0.0086
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Biologi,Total Coliform,5000.0,28000000.0
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Biologi,Fecal Coliform,1000.0,14000000.0
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Fisika,Warna,50.0,63.0
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Sulfat,300.0,9.44
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Klorida,300.0,53.07
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Amoniak,0.2,12.4
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Total N,15.0,21.19
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Ni,0.05,0.02
2024,Periode 4,10,BRN 1,Buaran,Jl. Kalimalang Depo Bangunan Pondok Kelapa,-6.246067,106.920545,Kimia,Sianida,0.02,0.02
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Fisika,TDS,1000.0,292.4
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Fisika,TSS,50.0,40.0
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,pH,6.9,7.315
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,BOD,3.0,32.27
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,COD,25.0,146.0
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,DO,4.0,0.9
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,Nitrat,10.0,1.0
2024,Periode 4,10,BRN 2,Buaran,Jl. Perumnas Raya dekat Carl 039 s Jr,-6.220358,106.92413,Kimia,Nitrit,0.06,0.03
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Biologi,Fecal Coliform,1000.0,1600000.0
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Fisika,Warna,50.0,27.0
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Sulfat,300.0,21.3
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Klorida,300.0,53.1
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Amoniak,0.2,7.9
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Total N,15.0,16.6
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Ni,0.05,0.02
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Sianida,0.02,0.037
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Fisika,TDS,1000.0,156.6
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Fisika,TSS,50.0,19.0
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,pH,6.9,8.22
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,BOD,3.0,8.28
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,COD,25.0,26.6
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,DO,4.0,3.65
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Nitrat,10.0,2.0
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Nitrit,0.06,0.43
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Total P,0.2,0.44
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,F,1.5,0.18
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,H2S,0.002,0.014
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Klorin Bebas n In Situ,0.03,0.01
2024,Periode 4,10,JTK 2,Jati Kramat,Jl. Taman Malaka Selatan,-6.230653,106.926183,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Cd,0.01,0.004
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Zn,0.05,0.009
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Cu,0.02,0.009
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Pb,0.03,0.009
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Cr6,0.05,0.012
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,MBAS,0.2,0.18
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Fenol,0.005,0.003
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Biologi,Total Coliform,5000.0,161000.0
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Biologi,Fecal Coliform,1000.0,161000.0
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Fisika,Warna,50.0,11.0
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Sulfat,300.0,5.68
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Klorida,300.0,28.15
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Amoniak,0.2,3.06
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Total N,15.0,6.48
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Ni,0.05,0.02
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Sianida,0.02,0.007
2024,Periode 4,10,CKG 3,Cakung,Jl. Raya Bekasi United Traktor,-6.18375,106.928806,Kimia,Fenol,0.005,0.021
2024,Periode 4,10,CKG 3,Cakung,Jl. Raya Bekasi United Traktor,-6.18375,106.928806,Biologi,Total Coliform,5000.0,2800000.0
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,DO,4.0,2.4
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Nitrat,10.0,0.9
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Nitrit,0.06,0.04
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Total P,0.2,1.69
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,F,1.5,0.68
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,H2S,0.002,0.082
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Klorin Bebas n In Situ,0.03,0.0
2024,Periode 4,10,KNT 1,Kanal Timur,BKT Perum Cipinang Indah,-6.229823,106.89098,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Cd,0.01,0.004
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Zn,0.05,0.009
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Cu,0.02,0.01
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Pb,0.03,0.009
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Cr6,0.05,0.146
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,MBAS,0.2,0.68
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Fenol,0.005,0.009
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Biologi,Total Coliform,5000.0,1600000.0
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Biologi,Fecal Coliform,1000.0,1600000.0
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Fisika,Warna,50.0,27.0
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Sulfat,300.0,6.36
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Klorida,300.0,56.21
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Amoniak,0.2,14.68
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Total N,15.0,29.34
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Ni,0.05,0.02
2024,Periode 3,8,STR 6,Sunter,Jl. Taruna Pasar Pulogadung,-6.1863086,106.9051886,Kimia,Sianida,0.02,0.026
2024,Periode 3,8,STR 7,Sunter,Jl. Yos Sodarso Kodamar,-6.155556,106.886139,Fisika,TDS,1000.0,385.5
2024,Periode 3,8,STR 7,Sunter,Jl. Yos Sodarso Kodamar,-6.155556,106.886139,Fisika,TSS,50.0,51.0
2024,Periode 3,8,STR 7,Sunter,Jl. Yos Sodarso Kodamar,-6.155556,106.886139,Kimia,pH,6.9,7.355
2024,Periode 3,8,STR 7,Sunter,Jl. Yos Sodarso Kodamar,-6.155556,106.886139,Kimia,BOD,3.0,31.91
2024,Periode 3,8,STR 7,Sunter,Jl. Yos Sodarso Kodamar,-6.155556,106.886139,Kimia,COD,25.0,108.0
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Biologi,Fecal Coliform,1000.0,170000.0
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Fisika,Warna,50.0,9.0
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Sulfat,300.0,0.02
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Klorida,300.0,31.76
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Amoniak,0.2,5.75
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Total N,15.0,9.07
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Ni,0.05,0.02
2024,Periode 4,10,CKR 1,Cengkareng,Sungai REL KA Kembangan,-6.162556,106.748139,Kimia,Sianida,0.02,0.005
2024,Periode 4,10,CKR 2,Cengkareng,Kapuk Cengkareng Muara Drain,-6.112694,106.751611,Fisika,TDS,1000.0,1298.0
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,H2S,0.002,0.053
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Klorin Bebas,0.03,0.075
2024,Periode 3,8,CDG 4,Cideng,Jalan Surabaya Jl. Diponegoro,-6.198247433,106.8395844,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Cd,0.01,0.004
2024,Periode 4,10,CLW4 2,Ciliwung,Jl. Pakin,-6.127554,106.809431,Kimia,Zn,0.05,0.009
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,MBAS,0.2,0.17
2024,Periode 3,8,CDG 5,Cideng,Jl. Fachrudin,-6.182036,106.816792,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Biologi,Total Coliform,5000.0,1600000.0
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Biologi,Fecal Coliform,1000.0,900000.0
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Fisika,Warna,50.0,40.0
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Sulfat,300.0,47.3
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Klorida,300.0,162.61
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Amoniak,0.2,20.45
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Total N,15.0,29.51
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Ni,0.05,0.02
2024,Periode 4,10,KML 2,Kamal,Jl. Prepadan Kamal,-6.118319,106.711108,Kimia,Sianida,0.02,0.016
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Fisika,TDS,1000.0,574.9
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Fisika,TSS,50.0,37.0
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,pH,6.9,7.635
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,BOD,3.0,25.54
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,COD,25.0,171.0
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,DO,4.0,2.215
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Nitrat,10.0,0.53
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Nitrit,0.06,0.03
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Total P,0.2,1.35
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,F,1.5,0.11
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,H2S,0.002,0.195
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Klorin Bebas n In Situ,0.03,0.02
2024,Periode 3,8,CKR 2,Cengkareng,Kapuk Cengkareng Muara Drain,-6.112694,106.751611,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Cd,0.01,0.004
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Zn,0.05,0.28
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Cu,0.02,0.01
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Pb,0.03,0.009
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Cr6,0.05,0.067
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,MBAS,0.2,0.19
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Biologi,Total Coliform,5000.0,3000000.0
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Biologi,Fecal Coliform,1000.0,1400000.0
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Fisika,Warna,50.0,38.0
2024,Periode 4,10,KML 3,Kamal,Muara Kamal,-6.098833,106.714278,Kimia,Sulfat,300.0,45.0
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,Cu,0.02,0.01
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,Pb,0.03,0.009
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,Cr6,0.05,0.073
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,CPN 4,Cipinang,Jl. Pondok Gede Hek,-6.287361,106.872111,Kimia,MBAS,0.2,0.12
