periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa),ndvi,kategori
201907,2019-03-07,DKI5,71.0,,28.0,21.0,87.0,16.0,87,O3,29.1,22.7,4.2,6.0,7.2,169,8.78,25.9,84,99,1009.7,19.8,169,93,71,100,91,10.1,4.0,2.5,0.8,1011.2,1007.5,,SEDANG
201908,2019-03-08,DKI5,77.0,,28.0,20.0,92.0,19.0,92,O3,31.1,22.9,4.1,7.0,9.0,228,19.2,27.0,82,84,1009.1,23.8,228,94,63,100,43,12.3,4.7,6.1,1.8,1011.3,1007.3,,SEDANG
201909,2019-03-09,DKI3,73.0,,31.0,20.0,141.0,20.0,141,O3,31.2,22.6,14.4,15.0,8.5,254,21.58,26.1,85,98,1003.6,26.3,254,98,61,100,93,14.9,5.1,7.9,1.1,1005.4,1001.3,,TIDAK SEHAT
201910,2019-03-10,DKI5,78.0,,31.0,19.0,138.0,21.0,138,O3,33.0,23.9,2.7,7.0,9.8,239,20.57,27.5,81,93,1009.4,31.0,239,98,55,100,44,16.7,5.7,4.7,1.9,1011.6,1006.3,,TIDAK SEHAT
201911,2019-03-11,DKI5,58.0,,34.0,14.0,92.0,12.0,92,O3,29.5,23.3,16.3,14.0,14.4,261,19.03,26.2,88,85,1009.2,38.5,261,97,73,100,36,19.9,7.2,5.8,3.3,1011.0,1006.6,,SEDANG
201912,2019-03-12,DKI5,68.0,,23.0,28.0,107.0,16.0,107,O3,29.9,23.5,14.7,19.0,10.8,302,17.57,26.2,88,98,1009.8,36.4,302,98,77,100,94,19.9,4.3,2.5,1.3,1011.6,1007.8,,TIDAK SEHAT
201903,2019-03-13,DKI5,50.0,,27.0,28.0,122.0,22.0,122,O3,30.8,24.1,2.3,14.0,8.0,52,18.17,27.2,83,85,1010.1,20.5,52,97,65,100,41,13.1,5.0,6.1,1.9,1012.2,1008.0,,TIDAK SEHAT
201903,2019-03-14,DKI5,58.0,,26.0,52.0,162.0,36.0,162,O3,30.8,24.4,1.8,8.0,7.9,51,18.09,27.2,84,98,1010.6,21.2,51,94,63,100,95,11.9,4.6,4.3,0.8,1012.3,1008.3,,TIDAK SEHAT
201903,2019-03-15,DKI5,71.0,,29.0,29.0,132.0,35.0,132,O3,32.4,24.5,1.0,3.0,14.4,256,22.22,27.7,82,92,1009.6,35.3,256,96,59,100,28,16.4,7.2,4.3,3.9,1011.3,1007.3,,TIDAK SEHAT
201903,2019-03-16,DKI5,60.0,,26.0,43.0,128.0,15.0,128,O3,30.2,24.1,5.6,6.0,13.1,261,15.29,26.7,84,99,1009.7,29.9,261,95,69,100,94,16.9,7.2,7.2,3.3,1011.6,1007.7,,TIDAK SEHAT
201903,2019-03-17,DKI5,51.0,,21.0,18.0,82.0,9.0,82,O3,30.0,23.4,12.3,12.0,10.8,269,15.1,26.4,86,98,1009.8,30.6,269,96,70,100,92,17.4,6.1,5.0,2.2,1011.5,1007.9,,SEDANG
201903,2019-03-18,DKI3,52.0,,21.0,18.0,65.0,10.0,65,O3,30.5,22.6,3.3,6.0,11.3,264,18.64,26.3,83,73,1002.0,30.6,264,98,63,100,11,17.6,7.9,4.7,1.8,1004.3,999.3,,SEDANG
201903,2019-03-19,DKI3,38.0,,20.0,18.0,68.0,6.0,68,O3,29.0,23.2,6.2,6.0,13.4,269,16.03,25.7,87,94,1000.9,29.9,269,94,74,100,83,21.9,9.9,16.2,6.2,1003.2,998.1,,SEDANG
201903,2019-03-20,DKI5,38.0,,20.0,16.0,65.0,12.0,65,O3,30.0,24.3,2.1,9.0,13.1,268,19.83,26.9,83,81,1007.3,29.9,268,93,70,100,6,22.6,9.9,13.7,6.5,1009.0,1005.2,,SEDANG
201903,2019-03-21,DKI5,58.0,,21.0,21.0,74.0,10.0,74,O3,30.0,24.7,10.6,9.0,11.6,274,18.76,26.8,85,95,1007.9,31.0,274,93,71,99,87,18.4,7.9,7.2,4.0,1010.0,1005.9,,SEDANG
201903,2019-03-22,DKI5,55.0,,20.0,24.0,58.0,12.0,58,O3,30.6,24.1,6.2,9.0,17.0,273,19.37,26.9,85,90,1008.3,37.4,273,96,73,100,51,22.2,9.2,7.9,4.0,1010.2,1005.7,0.4883,SEDANG
201903,2019-03-23,DKI5,40.0,,20.0,15.0,75.0,15.0,75,O3,30.5,24.8,5.5,4.0,18.8,258,18.76,27.0,82,98,1007.7,42.8,258,90,69,100,94,32.9,15.3,22.3,10.1,1009.7,1005.2,,SEDANG
201903,2019-03-24,DKI5,36.0,,20.0,9.0,55.0,4.0,55,O3,29.9,25.0,2.0,7.0,16.4,260,15.43,27.0,83,94,1007.5,37.8,260,90,75,100,80,29.2,12.9,20.9,10.2,1009.4,1005.2,,SEDANG
201903,2019-03-25,DKI5,40.0,,20.0,14.0,42.0,7.0,42,O3,30.9,25.0,10.2,8.0,13.7,264,17.67,27.1,85,68,1008.0,34.6,264,93,70,97,32,20.9,8.5,8.3,4.5,1010.1,1006.1,,BAIK
201903,2019-03-26,DKI5,71.0,,21.0,36.0,89.0,16.0,89,O3,31.4,23.8,3.1,7.0,9.8,283,22.07,27.1,86,58,1009.4,27.7,283,96,71,97,9,13.4,5.2,3.2,2.8,1011.6,1007.0,,SEDANG
201903,2019-03-27,DKI5,57.0,,22.0,25.0,192.0,15.0,192,O3,31.1,23.8,24.1,10.0,11.2,245,18.42,26.4,89,87,1010.2,29.9,245,100,68,100,48,11.3,3.4,4.7,0.5,1011.7,1008.0,,TIDAK SEHAT
201903,2019-03-28,DKI5,56.0,,21.0,36.0,130.0,18.0,130,O3,31.8,23.9,10.5,7.0,13.0,221,16.72,26.6,88,95,1009.9,29.5,221,99,66,100,85,11.7,3.6,3.2,0.8,1011.6,1007.6,,TIDAK SEHAT
201903,2019-03-29,DKI5,62.0,,24.0,34.0,182.0,20.0,182,O3,31.2,24.2,2.1,9.0,9.4,94,21.54,27.0,85,74,1008.0,26.6,94,97,66,99,28,13.9,5.3,5.0,0.0,1009.9,1005.4,,TIDAK SEHAT
201903,2019-03-30,DKI5,62.0,,24.0,25.0,190.0,16.0,190,O3,31.9,24.0,0.2,1.0,9.2,268,21.91,27.1,81,74,1008.4,22.3,268,97,56,98,21,10.7,3.9,2.5,1.1,1010.6,1005.2,,TIDAK SEHAT
201903,2019-03-31,DKI5,62.0,,23.0,35.0,194.0,18.0,194,O3,31.0,23.9,10.6,6.0,9.4,229,18.3,26.6,87,85,1009.4,24.1,229,97,67,100,26,11.9,4.4,3.6,0.4,1011.3,1007.5,,TIDAK SEHAT
201901,2019-04-01,DKI2,42.0,,18.0,10.0,64.0,11.0,64,O3,30.5,24.4,3.2,7.0,13.0,226,20.07,26.6,86,96,1010.2,32.0,226,96,69,100,83,13.0,4.7,5.0,0.7,1012.1,1008.1,,SEDANG
201902,2019-04-02,DKI3,56.0,,27.0,27.0,86.0,10.0,86,O3,31.0,23.1,10.8,4.0,7.7,141,17.47,26.0,88,99,1002.8,21.6,141,100,65,100,88,11.9,4.1,4.7,1.1,1004.6,1000.2,,SEDANG
201903,2019-04-03,DKI3,55.0,,22.0,32.0,104.0,22.0,104,O3,30.7,22.5,11.5,12.0,11.1,149,19.89,26.0,85,88,1002.8,26.3,149,94,63,100,49,12.9,4.8,6.5,0.7,1004.7,1000.8,,TIDAK SEHAT
201904,2019-04-04,DKI5,61.0,,21.0,30.0,172.0,17.0,172,O3,31.1,24.2,2.2,10.0,10.4,115,21.03,27.1,82,51,1009.1,23.8,115,96,60,95,14,12.8,4.8,2.9,1.1,1010.7,1006.6,,TIDAK SEHAT
201905,2019-04-05,DKI3,72.0,,22.0,32.0,92.0,15.0,92,O3,29.7,22.9,7.7,9.0,14.9,143,17.17,25.7,88,56,1002.8,33.5,143,97,70,96,8,13.6,5.2,4.3,1.4,1004.7,1000.2,,SEDANG
201906,2019-04-06,DKI3,75.0,,24.0,20.0,82.0,11.0,82,O3,32.0,23.0,5.4,7.0,8.4,260,20.84,26.5,87,66,1002.8,23.4,260,100,65,100,15,13.8,5.1,2.5,1.1,1004.4,1000.1,,SEDANG
201907,2019-04-07,DKI2,77.0,,25.0,20.0,78.0,16.0,78,O3,30.6,24.4,7.5,11.0,10.8,93,20.82,26.9,87,80,1008.8,30.2,93,96,70,98,52,14.9,5.2,2.9,2.0,1010.9,1006.0,0.1687,SEDANG
201908,2019-04-08,DKI3,71.0,,27.0,18.0,80.0,17.0,80,O3,32.1,23.4,5.7,11.0,8.1,97,19.09,26.2,89,95,1001.0,21.6,97,99,65,100,87,12.6,4.2,7.2,0.7,1002.7,998.4,,SEDANG
201909,2019-04-09,DKI5,78.0,,30.0,24.0,144.0,13.0,144,O3,31.3,23.8,1.3,7.0,8.9,286,18.77,27.3,85,96,1007.7,22.7,286,98,67,100,79,10.8,3.8,3.2,1.8,1009.5,1005.4,,TIDAK SEHAT
201910,2019-04-10,DKI5,76.0,,33.0,19.0,169.0,23.0,169,O3,31.1,24.0,2.1,9.0,7.3,268,18.33,27.5,85,89,1007.5,21.6,268,99,66,96,79,10.9,3.9,1.4,0.7,1009.2,1004.9,,TIDAK SEHAT
201911,2019-04-11,DKI2,57.0,,34.0,16.0,137.0,12.0,137,O3,30.5,24.5,2.4,11.0,11.0,257,20.23,27.5,85,79,1008.1,31.0,257,97,68,100,15,16.5,6.3,4.0,2.9,1010.2,1005.6,,TIDAK SEHAT
201912,2019-04-12,DKI4,61.0,,36.0,29.0,125.0,13.0,125,O3,31.8,24.4,10.0,9.0,9.1,228,18.16,26.6,87,93,1005.3,25.9,228,99,66,100,67,11.9,3.7,4.3,0.4,1007.3,1003.2,,TIDAK SEHAT
201904,2019-04-13,DKI2,55.0,,21.0,42.0,62.0,10.0,62,O3,30.9,24.4,17.1,15.0,10.1,115,20.19,27.2,88,85,1009.3,33.1,115,97,75,99,29,15.1,5.0,4.3,0.8,1012.0,1006.5,,SEDANG
201904,2019-04-14,DKI3,45.0,,22.0,37.0,112.0,14.0,112,O3,31.4,22.8,14.1,11.0,11.6,149,17.62,26.2,88,93,1002.4,20.9,149,99,64,100,68,13.8,4.9,5.4,1.8,1004.6,1000.0,,TIDAK SEHAT
201904,2019-04-15,DKI3,64.0,,22.0,39.0,122.0,23.0,122,O3,31.0,24.0,15.9,11.0,7.4,147,16.29,26.2,89,95,1001.8,21.2,147,98,70,100,72,12.6,4.5,5.8,1.8,1003.6,999.9,,TIDAK SEHAT
201904,2019-04-16,DKI5,62.0,,22.0,43.0,119.0,16.0,119,O3,32.0,24.0,6.4,6.0,10.3,153,15.88,26.6,88,97,1008.7,31.7,153,98,67,100,83,12.2,4.0,2.9,1.5,1010.8,1006.8,,TIDAK SEHAT
201904,2019-04-17,DKI4,69.0,,22.0,39.0,80.0,16.0,80,O3,30.6,23.4,6.3,11.0,9.0,95,16.54,26.5,88,92,1006.2,25.9,95,100,70,100,48,13.6,5.3,5.8,1.1,1008.1,1004.0,,SEDANG
201904,2019-04-18,DKI3,73.0,,21.0,26.0,111.0,16.0,111,O3,31.4,24.0,13.5,11.0,11.2,172,18.23,26.3,88,81,1001.6,27.0,172,97,67,100,12,15.8,6.0,5.8,2.9,1003.4,999.4,,TIDAK SEHAT
201904,2019-04-19,DKI4,60.0,,22.0,21.0,42.0,9.0,60,PM10,29.9,23.5,18.9,14.0,11.5,88,16.29,25.9,90,84,1004.9,32.0,88,96,75,100,13,16.5,6.4,2.9,1.8,1007.1,1002.5,,SEDANG
201904,2019-04-20,DKI3,33.0,,21.0,16.0,105.0,20.0,105,O3,31.0,23.3,9.1,12.0,7.5,127,17.05,26.4,86,92,1000.7,25.6,127,99,67,100,51,13.9,4.6,6.1,0.0,1003.1,997.8,,TIDAK SEHAT
201904,2019-04-21,DKI3,60.0,,22.0,27.0,110.0,16.0,110,O3,31.1,23.5,3.1,7.0,15.3,105,19.92,26.8,84,59,999.3,32.8,105,97,64,99,3,16.5,7.0,5.8,2.3,1000.9,997.2,,TIDAK SEHAT
201904,2019-04-22,DKI3,60.0,,23.0,24.0,63.0,9.0,63,O3,32.1,23.1,1.7,5.0,10.8,106,21.36,27.4,80,81,999.1,24.5,106,98,57,99,28,14.8,6.2,6.5,2.5,1000.8,996.8,,SEDANG
201904,2019-04-23,DKI3,63.0,,24.0,18.0,73.0,10.0,73,O3,31.5,23.6,3.7,7.0,12.6,164,19.2,27.2,83,77,999.8,37.8,164,96,62,100,2,16.0,5.4,5.0,1.5,1002.2,998.0,0.4942,SEDANG
201904,2019-04-24,DKI3,57.0,,22.0,20.0,72.0,15.0,72,O3,29.0,24.2,8.7,14.0,10.0,284,10.45,25.9,89,100,1001.4,26.3,284,98,74,100,99,14.3,5.3,5.0,0.5,1003.1,1000.2,,SEDANG
201904,2019-04-25,DKI3,67.0,,22.0,45.0,85.0,12.0,85,O3,31.8,23.4,19.5,11.0,10.7,152,20.02,26.5,87,73,1000.5,28.1,152,98,60,100,3,13.2,5.1,3.6,0.8,1002.2,998.2,,SEDANG
201904,2019-04-26,DKI3,42.0,,21.0,22.0,124.0,22.0,124,O3,31.4,23.6,37.2,14.0,9.9,256,17.05,26.3,89,90,1000.2,23.0,256,99,69,100,35,12.9,4.7,5.0,1.1,1002.1,998.1,,TIDAK SEHAT
201904,2019-04-27,DKI3,55.0,,21.0,38.0,90.0,11.0,90,O3,29.1,23.8,18.1,17.0,6.8,118,11.37,25.7,90,99,1001.1,22.3,118,97,72,100,92,12.2,4.1,7.6,0.5,1003.0,998.8,,SEDANG
201904,2019-04-28,DKI5,65.0,,22.0,46.0,78.0,11.0,78,O3,30.8,24.1,4.5,9.0,10.4,101,14.21,26.6,89,95,1007.9,23.8,101,97,70,100,67,11.4,4.6,1.8,0.8,1009.4,1006.1,,SEDANG
201904,2019-04-29,DKI3,56.0,,22.0,35.0,130.0,19.0,130,O3,30.0,23.7,9.6,12.0,6.4,110,11.96,26.2,90,96,1001.7,18.7,110,99,75,100,82,11.9,4.5,7.2,3.1,1003.3,999.7,,TIDAK SEHAT
201904,2019-04-30,DKI3,59.0,,22.0,29.0,111.0,21.0,111,O3,30.5,24.2,16.4,11.0,8.5,229,14.21,26.3,90,77,1001.2,22.3,229,100,72,100,25,12.2,4.5,1.8,1.3,1002.6,999.7,,TIDAK SEHAT
201901,2019-05-01,DKI3,54.0,,29.0,16.0,51.0,20.0,54,PM10,29.7,23.4,6.3,8.0,10.5,262,14.06,26.3,88,95,1001.4,29.5,262,100,76,100,71,15.2,5.6,4.3,1.1,1003.7,998.8,,SEDANG
201902,2019-05-02,DKI3,57.0,,20.0,36.0,80.0,10.0,80,O3,31.6,23.1,0.7,2.0,10.5,215,19.87,26.8,82,52,1002.2,24.1,215,98,61,97,4,12.2,4.1,4.0,0.0,1004.3,1000.5,,SEDANG
201903,2019-05-03,DKI5,47.0,,21.0,28.0,83.0,22.0,83,O3,32.3,24.0,1.6,8.0,10.4,83,20.2,27.7,83,33,1009.3,25.9,83,99,60,63,3,11.6,4.1,4.3,0.8,1011.2,1007.3,,SEDANG
201904,2019-05-04,DKI5,59.0,,25.0,25.0,83.0,18.0,83,O3,31.5,23.8,17.1,11.0,9.7,81,19.29,27.2,86,46,1009.4,26.3,81,97,67,100,2,12.0,4.0,6.1,1.3,1011.0,1007.0,,SEDANG
201905,2019-05-05,DKI5,59.0,,22.0,34.0,91.0,15.0,91,O3,31.5,24.5,4.2,16.0,9.9,266,18.84,27.0,86,61,1009.4,24.1,266,98,65,89,10,13.4,4.8,1.8,1.1,1011.1,1006.9,,SEDANG
201906,2019-05-06,DKI4,82.0,,25.0,26.0,65.0,13.0,82,PM10,30.0,23.3,6.3,10.0,9.8,108,14.7,26.1,88,77,1006.6,25.2,108,99,70,100,25,13.0,4.1,5.8,0.7,1008.6,1004.2,,SEDANG
201907,2019-05-07,DKI2,67.0,,26.0,23.0,91.0,13.0,91,O3,30.7,24.6,1.6,9.0,9.4,84,19.26,27.5,85,40,1008.4,27.0,84,95,69,79,5,14.2,5.1,6.5,3.2,1009.7,1006.5,,SEDANG
201908,2019-05-08,DKI4,64.0,,28.0,0.0,117.0,22.0,117,O3,31.2,23.4,8.3,10.0,7.3,194,19.17,26.8,85,41,1005.2,20.9,194,97,64,94,2,11.2,4.1,2.5,1.3,1006.5,1003.2,,TIDAK SEHAT
201909,2019-05-09,DKI5,75.0,,30.0,26.0,113.0,12.0,113,O3,31.0,24.3,6.0,11.0,10.1,161,18.35,26.8,87,50,1007.5,26.3,161,96,73,100,4,12.7,4.9,5.4,1.1,1009.0,1005.6,0.352,TIDAK SEHAT
201910,2019-05-10,DKI5,73.0,,51.0,14.0,89.0,38.0,89,O3,30.6,24.2,8.6,17.0,9.4,106,16.37,26.6,87,84,1009.0,25.6,106,96,67,100,45,14.2,5.4,6.8,2.1,1010.8,1007.0,,SEDANG
201911,2019-05-11,DKI5,70.0,,34.0,19.0,193.0,17.0,193,O3,30.6,24.1,2.6,14.0,11.5,95,18.16,27.2,86,87,1009.5,28.1,95,97,68,99,53,13.7,5.2,1.8,0.7,1011.1,1007.1,,TIDAK SEHAT
201912,2019-05-12,DKI4,61.0,,34.0,22.0,143.0,13.0,143,O3,30.2,23.7,3.9,13.0,10.9,105,15.06,26.6,87,92,1006.9,31.7,105,100,70,100,64,14.2,5.2,5.8,0.0,1008.6,1004.7,,TIDAK SEHAT
201901,2019-06-01,DKI2,69.0,,34.0,30.0,105.0,27.0,105,O3,31.0,24.6,0.0,0.0,11.3,283,19.75,27.9,75,73,1007.3,27.0,283,88,61,98,5,15.8,6.8,6.1,3.1,1009.2,1005.3,,TIDAK SEHAT
201902,2019-06-02,DKI3,52.0,,26.0,20.0,75.0,13.0,75,O3,31.5,23.6,0.9,6.0,8.4,224,18.21,27.2,78,91,1000.6,15.5,224,93,55,100,10,12.6,5.0,7.2,1.0,1002.4,998.3,,SEDANG
201903,2019-06-03,DKI3,54.0,,21.0,25.0,60.0,19.0,60,O3,30.8,23.1,1.0,7.0,11.3,195,16.44,26.6,79,99,1000.9,23.0,195,92,59,100,97,15.0,6.4,5.8,0.8,1002.5,998.8,,SEDANG
201904,2019-06-04,DKI5,74.0,,21.0,38.0,195.0,23.0,195,O3,31.9,23.5,0.9,4.0,12.0,74,18.39,27.3,80,68,1007.3,28.4,74,96,56,98,10,13.6,5.9,5.0,2.2,1008.9,1005.1,,TIDAK SEHAT
201905,2019-06-05,DKI3,52.0,,16.0,22.0,93.0,13.0,93,O3,32.5,23.1,0.2,2.0,9.7,84,19.59,27.7,77,44,1000.7,23.0,84,95,53,92,5,13.3,5.6,2.9,1.0,1002.2,998.7,,SEDANG
201906,2019-06-06,DKI3,51.0,,23.0,11.0,75.0,9.0,75,O3,31.9,23.4,1.2,10.0,7.2,163,17.99,27.5,78,62,1001.5,20.2,163,95,56,98,24,13.1,5.1,6.5,1.1,1003.5,999.2,,SEDANG
201907,2019-06-07,DKI3,62.0,,27.0,22.0,82.0,13.0,82,O3,30.6,23.8,13.1,15.0,7.2,189,13.6,26.0,88,86,1002.8,21.2,189,99,66,100,41,11.2,3.9,5.8,1.4,1004.3,1001.0,,SEDANG
201908,2019-06-08,DKI3,66.0,,29.0,20.0,140.0,18.0,140,O3,30.8,22.6,4.3,8.0,7.6,200,16.74,26.2,87,74,1002.9,16.2,200,98,64,100,16,9.9,3.3,3.2,0.0,1004.4,1001.0,,TIDAK SEHAT
201909,2019-06-09,DKI3,74.0,,30.0,23.0,127.0,15.0,127,O3,31.0,22.8,0.2,2.0,8.2,174,18.55,26.7,82,42,1002.2,20.5,174,98,61,100,3,11.0,4.4,4.7,1.1,1003.6,1000.2,,TIDAK SEHAT
201910,2019-06-10,DKI5,62.0,,31.0,10.0,164.0,8.0,164,O3,32.7,22.4,0.0,0.0,11.8,145,20.41,27.4,73,54,1007.7,27.4,145,92,51,94,0,13.0,5.3,5.8,2.7,1009.4,1005.5,0.4394,TIDAK SEHAT
201911,2019-06-11,DKI5,65.0,,33.0,27.0,156.0,17.0,156,O3,33.0,24.0,0.3,2.0,12.1,222,18.39,28.0,76,72,1008.5,30.6,222,91,53,99,1,14.5,5.7,5.4,1.8,1010.1,1006.4,,TIDAK SEHAT
201912,2019-06-12,DKI4,61.0,,35.0,25.0,159.0,11.0,159,O3,33.5,23.5,0.0,0.0,13.3,37,19.21,28.1,72,74,1006.6,30.2,37,94,46,98,46,15.1,6.0,3.6,0.5,1008.4,1004.4,,TIDAK SEHAT
201906,2019-06-13,DKI4,79.0,,24.0,25.0,148.0,21.0,148,O3,33.2,23.8,0.2,2.0,11.7,346,19.1,28.3,72,46,1006.5,27.4,346,91,49,99,6,14.0,5.3,5.4,2.4,1008.4,1003.9,,TIDAK SEHAT
201906,2019-06-14,DKI3,73.0,,25.0,21.0,98.0,16.0,98,O3,32.2,24.1,7.4,4.0,7.2,263,15.31,26.8,85,74,1002.2,23.0,263,97,60,100,20,12.1,3.7,4.0,0.5,1003.9,1000.3,,SEDANG
201906,2019-06-15,DKI3,57.0,,24.0,27.0,112.0,24.0,112,O3,31.8,24.1,3.9,7.0,10.6,103,17.92,27.1,84,67,1002.1,24.8,103,99,58,100,17,11.8,4.0,2.5,0.8,1003.6,1000.0,,TIDAK SEHAT
201906,2019-06-16,DKI3,66.0,,24.0,24.0,107.0,17.0,107,O3,31.8,23.6,3.9,10.0,9.7,257,18.16,26.5,85,68,1003.0,23.0,257,96,61,100,15,14.8,5.4,9.0,0.7,1004.6,1001.0,,TIDAK SEHAT
201906,2019-06-17,DKI3,75.0,,25.0,24.0,93.0,14.0,93,O3,32.3,22.2,0.0,0.0,14.4,75,19.59,26.5,79,78,1002.3,29.2,75,98,51,95,42,14.0,6.0,5.8,2.3,1003.9,999.9,,SEDANG
201906,2019-06-18,DKI3,69.0,,27.0,20.0,74.0,12.0,74,O3,31.5,21.2,0.0,0.0,15.1,99,17.9,26.2,75,43,1002.5,33.5,99,93,52,99,0,17.0,8.2,6.1,3.1,1004.1,1000.5,,SEDANG
201906,2019-06-19,DKI5,80.0,,27.0,19.0,92.0,16.0,92,O3,32.7,21.4,0.1,1.0,13.5,77,20.16,26.8,74,56,1008.6,33.5,77,95,46,98,0,14.4,5.9,5.8,1.5,1010.1,1006.6,,SEDANG
201906,2019-06-20,DKI5,87.0,,25.0,34.0,99.0,17.0,99,O3,32.7,23.1,0.0,0.0,12.4,77,20.31,27.5,73,63,1008.4,30.6,77,92,50,99,10,14.7,6.0,5.8,3.4,1010.3,1006.0,,SEDANG
201906,2019-06-21,DKI3,79.0,,27.0,23.0,103.0,13.0,103,O3,32.0,21.6,0.0,0.0,10.9,184,20.61,26.4,74,52,1001.4,24.1,184,92,46,90,1,12.4,5.0,3.6,0.5,1002.8,999.2,,TIDAK SEHAT
201906,2019-06-22,DKI4,80.0,,28.0,19.0,133.0,15.0,133,O3,33.2,22.1,0.0,0.0,14.6,321,20.02,27.6,67,71,1005.0,33.8,321,91,43,96,0,15.6,5.6,5.4,1.5,1006.6,1002.7,,TIDAK SEHAT
201906,2019-06-23,DKI3,72.0,,26.0,20.0,134.0,17.0,134,O3,31.7,22.4,0.6,4.0,9.4,185,17.43,27.0,76,79,1001.8,21.6,185,97,51,100,26,13.0,5.1,3.6,1.5,1003.5,999.4,,TIDAK SEHAT
201906,2019-06-24,DKI5,79.0,,27.0,20.0,103.0,13.0,103,O3,32.5,23.1,0.4,1.0,11.9,87,17.51,27.4,76,47,1009.3,29.9,87,97,51,87,8,13.4,5.2,3.6,1.5,1010.9,1007.7,,TIDAK SEHAT
201906,2019-06-25,DKI2,89.0,,26.0,25.0,89.0,14.0,89,PM10,32.5,23.8,0.0,0.0,19.7,76,20.6,27.5,69,4,1010.3,42.1,76,88,46,45,0,19.8,8.8,7.6,4.7,1012.6,1008.1,,SEDANG
201906,2019-06-26,DKI2,84.0,,27.0,21.0,80.0,15.0,84,PM10,32.2,22.7,0.0,0.0,17.0,70,19.62,27.1,71,9,1010.2,40.7,70,86,48,59,0,17.2,7.4,7.2,3.9,1012.0,1008.0,0.2205,SEDANG
201906,2019-06-27,DKI3,81.0,,26.0,25.0,142.0,17.0,142,O3,33.2,22.5,0.4,3.0,10.4,216,19.83,27.4,70,28,1002.9,24.1,216,86,43,98,0,14.3,5.5,9.0,0.8,1004.4,1000.2,,TIDAK SEHAT
201906,2019-06-28,DKI3,69.0,,29.0,28.0,143.0,21.0,143,O3,33.5,22.9,0.0,0.0,12.3,241,18.99,27.4,69,14,1002.6,28.8,241,86,45,44,1,15.7,6.3,4.3,2.2,1004.5,999.8,,TIDAK SEHAT
201906,2019-06-29,DKI2,69.0,,29.0,26.0,173.0,17.0,173,O3,32.8,24.1,0.0,0.0,18.7,82,20.7,27.9,63,5,1008.8,41.4,82,77,42,20,0,22.9,10.2,9.7,5.0,1011.0,1005.8,,TIDAK SEHAT
201906,2019-06-30,DKI3,64.0,,27.0,16.0,83.0,12.0,83,O3,33.5,22.1,0.1,1.0,13.3,68,19.99,27.3,64,25,1002.3,29.5,68,84,38,100,0,15.1,5.8,4.3,1.3,1004.1,999.2,,SEDANG
201901,2019-07-01,DKI3,71.0,,47.0,16.0,132.0,25.0,132,O3,33.5,22.0,0.0,0.0,19.1,25,19.84,27.4,68,41,1002.3,41.4,25,90,41,96,0,15.5,5.9,4.0,1.8,1004.2,999.2,,TIDAK SEHAT
201902,2019-07-02,DKI2,70.0,,39.0,34.0,65.0,19.0,70,PM10,32.0,24.8,0.0,0.0,21.4,65,19.77,28.0,69,79,1009.4,46.4,65,86,50,100,24,19.8,8.3,4.7,2.2,1011.0,1006.6,,SEDANG
201903,2019-07-03,DKI5,55.0,,24.0,39.0,112.0,17.0,112,O3,33.9,24.0,0.0,0.0,18.1,52,19.08,28.7,66,74,1008.9,42.5,52,81,42,100,15,18.1,7.0,4.7,2.2,1011.1,1006.2,,TIDAK SEHAT
201904,2019-07-04,DKI5,72.0,,21.0,41.0,243.0,13.0,243,O3,31.9,24.8,4.8,17.0,9.5,94,16.34,27.7,78,44,1010.1,26.6,94,92,55,90,18,15.1,5.8,4.0,2.2,1012.0,1007.7,,SANGAT TIDAK SEHAT
201905,2019-07-05,DKI3,71.0,,18.0,31.0,89.0,16.0,89,O3,32.3,23.1,2.5,11.0,7.4,171,16.86,27.0,79,62,1002.2,20.5,171,97,52,94,12,13.4,4.2,6.8,1.8,1004.2,1000.0,,SEDANG
201906,2019-07-06,DKI4,51.0,,24.0,11.0,54.0,8.0,54,O3,34.5,23.2,0.4,3.0,16.9,84,18.87,28.0,74,63,1005.4,36.4,84,99,43,97,6,19.2,7.9,6.5,1.1,1007.0,1003.1,,SEDANG
201907,2019-07-07,DKI1,63.0,,26.0,12.0,58.0,7.0,63,PM10,33.9,24.8,0.2,2.0,15.3,93,18.4,28.6,69,32,1010.2,39.6,93,87,48,81,4,20.1,8.6,6.8,4.5,1012.9,1008.2,,SEDANG
201908,2019-07-08,DKI3,79.0,,28.0,22.0,127.0,14.0,127,O3,34.1,22.0,6.4,10.0,13.0,135,18.36,26.6,77,36,1003.9,35.6,135,94,43,100,0,15.4,6.0,7.9,2.6,1005.7,1001.4,,TIDAK SEHAT
