tanggal,stasiun_id,ndvi
2018-11-17,DKI2,0.2395
2018-12-03,DKI2,0.2178
2018-12-19,DKI2,0.2055
2019-01-01,DKI2,0.2117
2019-01-17,DKI2,0.207
2019-02-02,DKI2,0.124
2019-02-18,DKI2,0.1642
2019-03-06,DKI2,0.1772
2019-03-22,DKI2,0.2308
2019-04-07,DKI2,0.1687
2019-04-23,DKI2,0.2102
2019-05-09,DKI2,0.2233
2019-05-25,DKI2,0.1873
2019-06-10,DKI2,0.2683
2019-06-26,DKI2,0.2205
2019-07-12,DKI2,0.2226
2019-07-28,DKI2,0.2
2019-08-13,DKI2,0.2203
2019-08-29,DKI2,0.2129
2019-09-14,DKI2,0.1248
2019-09-30,DKI2,0.2076
2019-10-16,DKI2,0.2121
2019-11-01,DKI2,0.2998
2019-11-17,DKI2,0.1912
2019-12-03,DKI2,0.1734
2019-12-19,DKI2,0.1584
2020-01-01,DKI2,0.0976
2020-01-17,DKI2,0.1712
2020-02-02,DKI2,0.2521
2020-02-18,DKI2,0.2229
2020-03-05,DKI2,0.1941
2020-03-21,DKI2,0.2207
2020-04-06,DKI2,0.2383
2020-04-22,DKI2,0.1925
2020-05-08,DKI2,0.1836
2020-05-24,DKI2,0.2977
2020-06-09,DKI2,0.2778
2020-06-25,DKI2,0.2437
2020-07-11,DKI2,0.2381
2020-07-27,DKI2,0.2794
2020-08-12,DKI2,0.2213
2020-08-28,DKI2,0.2265
2020-09-13,DKI2,0.2428
2020-09-29,DKI2,0.2129
2020-10-15,DKI2,0.196
2020-10-31,DKI2,0.21
2020-11-16,DKI2,0.2192
2020-12-02,DKI2,0.1667
2020-12-18,DKI2,0.2213
2021-01-01,DKI2,0.1706
2021-01-17,DKI2,0.0321
2021-02-02,DKI2,0.1201
2021-02-18,DKI2,0.2301
2021-03-06,DKI2,0.2006
2021-03-22,DKI2,0.1041
2021-04-07,DKI2,0.2875
2021-04-23,DKI2,0.2974
2021-05-09,DKI2,0.263
2021-05-25,DKI2,0.2116
2021-06-10,DKI2,0.2445
2021-06-26,DKI2,0.2502
2021-07-12,DKI2,0.2901
2021-07-28,DKI2,0.2968
2021-08-13,DKI2,0.2422
2021-08-29,DKI2,0.0214
2021-09-14,DKI2,0.2171
2021-09-30,DKI2,0.3596
2021-10-16,DKI2,0.2076
2021-11-01,DKI2,0.1772
2021-11-17,DKI2,0.2117
2021-12-03,DKI2,0.0849
2021-12-19,DKI2,0.1726
2022-01-01,DKI2,0.1447
2022-01-17,DKI2,0.2146
2022-02-02,DKI2,0.2031
2022-02-18,DKI2,0.2206
2022-03-06,DKI2,0.1956
2022-03-22,DKI2,0.2236
2022-04-07,DKI2,0.2752
2022-04-23,DKI2,0.2187
2022-05-09,DKI2,0.2315
2022-05-25,DKI2,0.2932
2022-06-10,DKI2,0.1641
2022-06-26,DKI2,0.264
2022-07-12,DKI2,0.2261
2022-07-28,DKI2,0.2294
2022-08-13,DKI2,0.2625
2022-08-29,DKI2,0.1751
2022-09-14,DKI2,0.2828
2022-09-30,DKI2,0.2103
2022-10-16,DKI2,0.2191
2022-11-01,DKI2,0.1524
2022-11-17,DKI2,0.2393
2022-12-03,DKI2,0.0511
2022-12-19,DKI2,0.101
2023-01-01,DKI2,0.2744
2023-01-17,DKI2,0.041
2023-02-02,DKI2,0.1629
2023-02-18,DKI2,0.0674
2023-03-06,DKI2,0.2164
2023-03-22,DKI2,0.1925
2023-04-07,DKI2,0.1121
2023-04-23,DKI2,0.2084
2023-05-09,DKI2,0.2757
2023-05-25,DKI2,0.2372
2023-06-10,DKI2,0.2325
2023-06-26,DKI2,0.1825
2023-07-12,DKI2,0.2648
2023-07-28,DKI2,0.2466
2023-08-13,DKI2,0.2321
2023-08-29,DKI2,0.221
2023-09-14,DKI2,0.2256
2023-09-30,DKI2,0.2565
2023-10-16,DKI2,0.2486
2023-11-01,DKI2,0.1248
2023-11-17,DKI2,0.1959
2023-12-03,DKI2,0.1973
2023-12-19,DKI2,0.248
2024-01-01,DKI2,0.1832
2024-01-17,DKI2,0.0853
2024-02-02,DKI2,0.2411
2024-02-18,DKI2,0.2048
2024-03-05,DKI2,0.2423
2024-03-21,DKI2,0.0694
2024-04-06,DKI2,0.2111
2024-04-22,DKI2,0.2468
2024-05-08,DKI2,0.1365
2024-05-24,DKI2,0.2252
2024-06-09,DKI2,0.2677
2024-06-25,DKI2,0.2602
2024-07-11,DKI2,0.255
2024-07-27,DKI2,0.2466
2024-08-12,DKI2,0.2424
2024-08-28,DKI2,0.0487
2024-09-13,DKI2,0.2274
2024-09-29,DKI2,0.2293
2024-10-15,DKI2,0.2839
2024-10-31,DKI2,0.2101
2024-11-16,DKI2,0.2094
2024-12-02,DKI2,0.1535
2024-12-18,DKI2,0.0998
2025-01-01,DKI2,0.2377
2025-01-17,DKI2,0.1749
2025-02-02,DKI2,0.2301
2025-02-18,DKI2,0.2055
2025-03-06,DKI2,0.2176
2025-03-22,DKI2,0.1594
2025-04-07,DKI2,0.1693
2025-04-23,DKI2,0.2316
2025-05-09,DKI2,0.2143
2025-05-25,DKI2,0.2551
2025-06-10,DKI2,0.1443
2025-06-26,DKI2,0.2326
2025-07-12,DKI2,0.2115
2025-07-28,DKI2,0.2254
2025-08-13,DKI2,0.2479
2025-08-29,DKI2,0.2276
